dep2,dep3,circo,pano,id,nom,prenom,civ,nuanceId,nuanceCode,nuanceNom,voix,pct_inscrits,pct_exprimes,elu,maj
27,027,4,5,0270405,SEMPERES,Miguel,M,10,REM,La République en marche,21533,23.38,37.91,B,2022-05-23 14:02:20
27,027,4,2,0270402,CHIGNOL,Thierry,M,3,FI,La France insoumise,9216,10.00,16.23,B,2022-05-23 14:02:20
27,027,5,11,0270511,OUMAMA,Anicette,F,10,REM,La République en marche,17332,19.48,31.64,B,2022-05-23 14:02:21
27,027,5,8,0270508,CATREVAUX-BARRAULT,Joseph-Marie,M,13,LR,Les Républicains,11939,13.42,21.80,B,2022-05-23 14:02:21
28,028,1,3,0280103,HAUFF,Kader,M,10,REM,La République en marche,20510,22.74,37.00,B,2022-05-23 14:02:22
28,028,1,4,0280104,DARGAINS,Jean-Gilbert,M,13,LR,Les Républicains,12157,13.48,21.93,B,2022-05-23 14:02:22
28,028,2,2,0280202,MOLLIERE,Jurgen,M,13,LR,Les Républicains,14181,19.04,30.71,B,2022-05-23 14:02:22
28,028,2,11,0280211,BARBERTEGUY,Conception,F,10,REM,La République en marche,14144,18.99,30.63,B,2022-05-23 14:02:22
28,028,3,2,0280302,FENIANOS,Pierre-Édouard,M,5,RDG,Parti radical de gauche,14631,20.80,33.74,B,2022-05-23 14:02:22
28,028,3,9,0280309,ZASSOT,Pierre-Claude,M,13,LR,Les Républicains,14319,20.36,33.02,B,2022-05-23 14:02:22
28,028,4,3,0280403,HAMRAOUI,Jean-Stéphane,M,12,UDI,Union des Démocrates et Indépendants,19576,29.39,47.38,B,2022-05-23 14:02:23
28,028,4,2,0280402,DUPERRAY-BARDEAU,Priscille,F,10,REM,La République en marche,9364,14.06,22.66,B,2022-05-23 14:02:23
29,029,1,13,0290113,TERRA,Yasmina,F,10,REM,La République en marche,26219,29.35,47.47,B,2022-05-23 14:02:24
29,029,1,8,0290108,ULBRICH,Fatima,F,12,UDI,Union des Démocrates et Indépendants,8248,9.23,14.93,B,2022-05-23 14:02:24
29,029,2,7,0290207,LE PRINCE,Vivian,M,10,REM,La République en marche,18130,23.47,37.97,B,2022-05-23 14:02:24
29,029,2,3,0290203,BARRALON,Jean-Edouard,M,3,FI,La France insoumise,6863,8.88,14.37,B,2022-05-23 14:02:24
29,029,3,6,0290306,BRACHAIS,Marcellin,M,10,REM,La République en marche,24122,26.30,42.59,B,2022-05-23 14:02:24
29,029,3,7,0290307,BADIN-MAUBANC,Baudoin,M,6,DVG,Divers gauche,10028,10.93,17.70,B,2022-05-23 14:02:24
29,029,4,7,0290407,FASSOULI,Sévérine,F,10,REM,La République en marche,14421,17.53,28.51,B,2022-05-23 14:02:25
29,029,4,11,0290411,KOGUT,Fernando,M,13,LR,Les Républicains,13661,16.60,27.01,B,2022-05-23 14:02:25
29,029,5,7,0290507,COULOME,Paulette,F,10,REM,La République en marche,23790,25.10,40.89,B,2022-05-23 14:02:25
29,029,5,5,0290505,DAVEAU-HOUGRON,Gwenn,F,14,DVD,Divers droite,14302,15.09,24.58,B,2022-05-23 14:02:25
29,029,6,4,0290604,GUERVIN,Hakim,M,10,REM,La République en marche,17922,20.10,32.40,B,2022-05-23 14:02:25
29,029,6,3,0290603,LOUISY-GABRIEL,Axelle,F,13,LR,Les Républicains,9579,10.74,17.31,B,2022-05-23 14:02:25
29,029,7,6,0290706,CHANVALLON,Sophie,F,10,REM,La République en marche,18180,22.73,36.83,B,2022-05-23 14:02:26
29,029,7,11,0290711,SEROR-MEAL,Jacques-Olivier,M,13,LR,Les Républicains,7635,9.55,15.47,B,2022-05-23 14:02:26
29,029,8,8,0290808,QUINIO,Armindo,M,10,REM,La République en marche,18676,21.08,33.94,B,2022-05-23 14:02:26
29,029,8,1,0290801,LALLMAHOMED,Jean-Toussaint,M,4,SOC,Parti socialiste,10087,11.39,18.33,B,2022-05-23 14:02:26
2A,02A,1,3,02A0103,AOURA,Yannic,M,13,LR,Les Républicains,9234,17.88,29.09,B,2022-05-23 14:02:27
2A,02A,1,5,02A0105,CALVO,Sami,M,9,REG,Régionaliste,5989,11.60,18.87,B,2022-05-23 14:02:27
2A,02A,2,4,02A0204,TISNE,Guy-Michel,M,9,REG,Régionaliste,17146,28.04,45.49,B,2022-05-23 14:02:27
2A,02A,2,3,02A0203,GANDOIN,Issam,M,10,REM,La République en marche,14621,23.91,38.79,B,2022-05-23 14:02:27
2B,02B,1,3,02B0103,BRAJON JAMES,Jean-Dominique,M,9,REG,Régionaliste,13847,22.94,36.88,B,2022-05-23 14:02:28
2B,02B,1,6,02B0106,BEHERAY,Séverin,M,10,REM,La République en marche,9420,15.61,25.09,B,2022-05-23 14:02:28
2B,02B,2,4,02B0204,FORMELLE,Jean-Matthieu,M,9,REG,Régionaliste,14764,21.86,35.47,B,2022-05-23 14:02:29
2B,02B,2,6,02B0206,JORGENSEN,Yannick,M,10,REM,La République en marche,9464,14.01,22.74,B,2022-05-23 14:02:29
30,030,1,10,0300110,LACHOWICZ,Najia,F,10,REM,La République en marche,16064,18.31,29.78,B,2022-05-23 14:02:30
30,030,1,3,0300103,DARCIAUX,Jean-Marcel,M,12,UDI,Union des Démocrates et Indépendants,8282,9.44,15.35,B,2022-05-23 14:02:30
30,030,2,11,0300211,DE SARNEZ,Bernardette,F,11,MDM,Modem,21910,23.92,38.52,B,2022-05-23 14:02:30
30,030,2,10,0300210,GUASP,Valèrie,F,13,LR,Les Républicains,9793,10.69,17.22,B,2022-05-23 14:02:30
30,030,3,8,0300308,ZANETTO,Guy-Pierre,M,10,REM,La République en marche,20710,22.14,35.82,B,2022-05-23 14:02:30
30,030,3,3,0300303,LEVY-LANG,Prisca,F,13,LR,Les Républicains,7494,8.01,12.96,B,2022-05-23 14:02:30
30,030,4,10,0300410,VON HOF,Léonor,F,10,REM,La République en marche,16606,18.08,29.31,B,2022-05-23 14:02:31
30,030,4,9,0300409,PEPERSTRAETE,Mallory,F,3,FI,La France insoumise,8567,9.33,15.12,B,2022-05-23 14:02:31
30,030,5,15,0300515,MARTEL-CAUDRON,Jean-Luc,M,10,REM,La République en marche,18247,18.93,30.73,B,2022-05-23 14:02:31
30,030,5,14,0300514,SOUBRAS,Sylvain,M,3,FI,La France insoumise,7355,7.63,12.39,B,2022-05-23 14:02:31
30,030,6,3,0300603,ANSON,Jean-Etienne,M,10,REM,La République en marche,16869,20.57,33.51,B,2022-05-23 14:02:31
30,030,6,11,0300611,IRAÇABAL,Oumar,M,13,LR,Les Républicains,6690,8.16,13.29,B,2022-05-23 14:02:31
31,031,1,7,0310107,PICONNET,Nourredine,M,10,REM,La République en marche,18511,22.86,36.80,B,2022-05-23 14:02:32
31,031,1,11,0310111,LAVIEVILLE-ARTU,Anne-Catherine,F,3,FI,La France insoumise,9870,12.19,19.62,B,2022-05-23 14:02:32
31,031,2,5,0310205,MAGDELONNETTE,Jean-Luc,M,11,MDM,Modem,24366,24.03,39.17,B,2022-05-23 14:02:32
31,031,2,8,0310208,SAOUEL,Jade,F,3,FI,La France insoumise,10047,9.91,16.15,B,2022-05-23 14:02:32
31,031,3,5,0310305,BOUDRET,Lauriane,F,10,REM,La République en marche,20416,26.04,42.19,B,2022-05-23 14:02:33
31,031,3,9,0310309,BERTONNIER,Arnold,M,3,FI,La France insoumise,6345,8.09,13.11,B,2022-05-23 14:02:33
31,031,4,4,0310404,SAN VICENTE,Jacques-Henri,M,10,REM,La République en marche,13987,21.25,34.02,B,2022-05-23 14:02:33
31,031,4,1,0310401,SPÄTH,Sylvio,M,3,FI,La France insoumise,8148,12.38,19.82,B,2022-05-23 14:02:33
31,031,5,9,0310509,CIEUTAT,Diego,M,10,REM,La République en marche,23219,22.25,35.92,B,2022-05-23 14:02:33
31,031,5,5,0310505,TILLEQUIN,Marie-Laetitia,F,3,FI,La France insoumise,8909,8.54,13.78,B,2022-05-23 14:02:33
31,031,6,16,0310616,SARAT,Zakia,F,10,REM,La République en marche,25274,22.14,35.87,B,2022-05-23 14:02:34
31,031,6,14,0310614,HUCHETTE KUNZLE,Johnny,M,3,FI,La France insoumise,10243,8.97,14.54,B,2022-05-23 14:02:34
31,031,7,6,0310706,GALLIZZI,Mercedes,F,10,REM,La République en marche,25144,23.87,38.59,B,2022-05-23 14:02:34
31,031,7,3,0310703,RUISSEAUX,Henri,M,3,FI,La France insoumise,10099,9.59,15.50,B,2022-05-23 14:02:34
31,031,8,6,0310806,MENNEGUERRE,Edouard,M,10,REM,La République en marche,18463,21.60,35.04,B,2022-05-23 14:02:34
31,031,8,2,0310802,UROZ,Marc-Henri,M,4,SOC,Parti socialiste,9884,11.57,18.76,B,2022-05-23 14:02:34
31,031,9,9,0310909,BEVE,Anastasia,F,10,REM,La République en marche,13613,17.34,27.96,B,2022-05-23 14:02:35
31,031,9,12,0310912,BARASTEGUI,Marie-Joséphine,F,10,REM,La République en marche,13494,17.19,27.72,B,2022-05-23 14:02:35
31,031,10,6,0311006,HERROU-VOLF,Toni,M,10,REM,La République en marche,22226,21.98,35.55,B,2022-05-23 14:02:35
31,031,10,2,0311002,MBELLE NDONGO,Fernande,F,3,FI,La France insoumise,7921,7.83,12.67,B,2022-05-23 14:02:35
32,032,1,5,0320105,LE GUILLOU JOLY,Étienne,M,10,REM,La République en marche,14894,20.48,33.46,B,2022-05-23 14:02:36
32,032,1,2,0320102,ZIMOL,Hicham,M,4,SOC,Parti socialiste,7717,10.61,17.34,B,2022-05-23 14:02:36
32,032,2,2,0320202,MACHEREZ,Nourredine,M,10,REM,La République en marche,9706,13.40,21.66,B,2022-05-23 14:02:36
32,032,2,12,0320212,BILLEY,Marie-José,F,4,SOC,Parti socialiste,6932,9.57,15.47,B,2022-05-23 14:02:36
33,033,1,1,0330101,MORTELLEC,Marie-Geneviève,F,10,REM,La République en marche,23337,23.78,38.59,B,2022-05-23 14:02:37
33,033,1,4,0330104,JERSIER,Cédric,M,13,LR,Les Républicains,10665,10.87,17.63,B,2022-05-23 14:02:37
33,033,2,3,0330203,MIREPOIX,Gracieuse,F,10,REM,La République en marche,15438,23.01,37.26,B,2022-05-23 14:02:37
33,033,2,13,0330213,HALEINE,Carolle,F,13,LR,Les Républicains,6089,9.07,14.69,B,2022-05-23 14:02:37
33,033,3,21,0330321,GATUINGT,Ramon,M,10,REM,La République en marche,13499,16.18,26.05,B,2022-05-23 14:02:38
33,033,3,4,0330304,REMBES,Grégoire,M,3,FI,La France insoumise,7698,9.23,14.86,B,2022-05-23 14:02:38
33,033,4,9,0330409,DESTAGNOL,Jean-Thierry,M,10,REM,La République en marche,19513,20.48,33.12,B,2022-05-23 14:02:38
33,033,4,1,0330401,WULFAERT,Farid,M,4,SOC,Parti socialiste,10112,10.61,17.17,B,2022-05-23 14:02:38
33,033,5,7,0330507,BIHIN,Pablo,M,10,REM,La République en marche,22536,19.45,31.51,B,2022-05-23 14:02:38
33,033,5,11,0330511,NIVERT- QUENIART,Santo,M,10,REM,La République en marche,22514,19.44,31.48,B,2022-05-23 14:02:38
33,033,6,9,0330609,GAJOTTI,Louis-Joseph,M,10,REM,La République en marche,30441,29.44,47.67,B,2022-05-23 14:02:39
33,033,6,12,0330612,BOURREC,Annaïg,F,3,FI,La France insoumise,9195,8.89,14.40,B,2022-05-23 14:02:39
33,033,7,8,0330708,NOUGUE,Yveline,F,10,REM,La République en marche,16482,21.07,34.39,B,2022-05-23 14:02:39
33,033,7,14,0330714,PEYREBERE-ROUGUILLEM,Nouredine,M,4,SOC,Parti socialiste,6383,8.16,13.32,B,2022-05-23 14:02:39
33,033,8,4,0330804,VOIX,Myrna,F,10,REM,La République en marche,40043,34.80,56.37,O,2022-05-23 14:02:39
33,033,9,8,0330908,TOLLO,Marie Elisabeth,F,11,MDM,Modem,23290,23.93,38.48,B,2022-05-23 14:02:40
33,033,9,10,0330910,RAVELLE-CHAPUIS,Louis Marie,M,3,FI,La France insoumise,10546,10.83,17.43,B,2022-05-23 14:02:40
33,033,10,7,0331007,BIERNE,Louis-Jean,M,10,REM,La République en marche,22036,27.27,44.04,B,2022-05-23 14:02:40
33,033,10,5,0331005,ZBIESKI,Gérôme,M,13,LR,Les Républicains,8472,10.49,16.93,B,2022-05-23 14:02:40
33,033,11,12,0331112,COMBET-JEANCENEL,Sarah,F,10,REM,La République en marche,17272,18.01,29.15,B,2022-05-23 14:02:40
33,033,11,8,0331108,MOLINÉ,Yamina,F,3,FI,La France insoumise,7436,7.75,12.55,B,2022-05-23 14:02:40
33,033,12,6,0331206,CHABANTE6HACH,Marie-Angèle,F,10,REM,La République en marche,21271,24.89,40.37,B,2022-05-23 14:02:41
33,033,12,8,0331208,SIDIME,Manoël,M,3,FI,La France insoumise,9278,10.85,17.61,B,2022-05-23 14:02:41
34,034,1,11,0340111,BARILLAT,Marie Agnes,F,10,REM,La République en marche,22157,24.87,40.19,B,2022-05-23 14:02:42
34,034,1,2,0340102,GENET,Ange-Marie,M,3,FI,La France insoumise,10209,11.46,18.52,B,2022-05-23 14:02:42
34,034,2,7,0340207,TROGNON,Paulette,F,10,REM,La République en marche,6845,10.79,17.65,B,2022-05-23 14:02:42
34,034,2,15,0340215,ODONNAT,Heike,F,3,FI,La France insoumise,5431,8.56,14.00,B,2022-05-23 14:02:42
34,034,3,13,0340313,CAILLETET,Layla,F,10,REM,La République en marche,18776,21.07,34.27,B,2022-05-23 14:02:42
34,034,3,6,0340306,SIZINE,Patric,M,3,FI,La France insoumise,7365,8.26,13.44,B,2022-05-23 14:02:42
34,034,4,13,0340413,SAÜQUERE,Mattéo,M,10,REM,La République en marche,24269,20.92,33.84,B,2022-05-23 14:02:43
34,034,4,9,0340409,QUINOLA,Gwenaël,M,3,FI,La France insoumise,12706,10.95,17.72,B,2022-05-23 14:02:43
34,034,5,10,0340510,NÉGRIN,François,M,10,REM,La République en marche,19288,20.01,32.19,B,2022-05-23 14:02:43
34,034,5,4,0340504,GORDONS,Jonas,M,3,FI,La France insoumise,11490,11.92,19.18,B,2022-05-23 14:02:43
34,034,6,3,0340603,DESCHUYTENEER,Josselyne,F,10,REM,La République en marche,25059,27.44,44.61,B,2022-05-23 14:02:43
34,034,6,10,0340610,FALLAIX,Lino,M,3,FI,La France insoumise,9908,10.85,17.64,B,2022-05-23 14:02:43
34,034,7,7,0340707,FUTERKO,Stanley,M,10,REM,La République en marche,22676,21.23,34.49,B,2022-05-23 14:02:44
34,034,7,9,0340709,FEROTIN,Nolwenn,F,13,LR,Les Républicains,13269,12.42,20.18,B,2022-05-23 14:02:44
34,034,8,3,0340803,BERTHIE,Slimane,M,10,REM,La République en marche,22557,24.72,40.00,B,2022-05-23 14:02:44
34,034,8,7,0340807,VIGY,Kathleen,F,3,FI,La France insoumise,12565,13.77,22.28,B,2022-05-23 14:02:44
34,034,9,7,0340907,LE JEUNE-BERTHON,Dan,M,10,REM,La République en marche,25078,28.86,46.47,B,2022-05-23 14:02:44
34,034,9,3,0340903,GAMRA,Danièle,F,3,FI,La France insoumise,9500,10.93,17.60,B,2022-05-23 14:02:44
35,035,1,1,0350101,BIDRON,Samy,M,10,REM,La République en marche,15409,16.57,26.88,B,2022-05-23 14:02:45
35,035,1,7,0350107,LE GUILLAS,Berty,M,12,UDI,Union des Démocrates et Indépendants,6866,7.38,11.98,B,2022-05-23 14:02:45
35,035,2,13,0350213,CASTEYO,Marie-Céline,F,11,MDM,Modem,22397,23.66,38.04,B,2022-05-23 14:02:45
35,035,2,7,0350207,LAJOYE,Thibault,M,13,LR,Les Républicains,5887,6.22,10.00,B,2022-05-23 14:02:45
35,035,3,10,0350310,ANDT,Coraline,F,4,SOC,Parti socialiste,22738,25.47,41.06,B,2022-05-23 14:02:46
35,035,3,12,0350312,BERRY-CHIKHAOUI,Virginia,F,13,LR,Les Républicains,7235,8.11,13.06,B,2022-05-23 14:02:46
35,035,4,4,0350404,CHAILAN,Joseph-Marie,M,10,REM,La République en marche,23873,25.86,41.62,B,2022-05-23 14:02:46
35,035,4,9,0350409,VERNAECKT,Janick,M,3,FI,La France insoumise,7812,8.46,13.62,B,2022-05-23 14:02:46
35,035,5,3,0350503,PETRALIA,Bélinda,F,10,REM,La République en marche,36156,33.86,54.68,O,2022-05-23 14:02:46
35,035,6,10,0350610,RAUFAST,Basile,M,12,UDI,Union des Démocrates et Indépendants,18940,21.64,35.02,B,2022-05-23 14:02:47
35,035,6,1,0350601,GRYMYSLAWSKI,Marie-Xavière,F,10,REM,La République en marche,18704,21.37,34.58,B,2022-05-23 14:02:47
35,035,7,14,0350714,SPIELBERGER,Raphaëlle,F,10,REM,La République en marche,22700,21.86,35.22,B,2022-05-23 14:02:47
35,035,7,2,0350702,ROTH DIT BETTONI,André-Pierre,M,13,LR,Les Républicains,21493,20.70,33.35,B,2022-05-23 14:02:47
35,035,8,8,0350808,FERRAROTO,Henry,M,10,REM,La République en marche,15841,18.37,29.66,B,2022-05-23 14:02:47
35,035,8,16,0350816,GUERLEZ,Lysette,F,3,FI,La France insoumise,5485,6.36,10.27,B,2022-05-23 14:02:47
36,036,1,4,0360104,AYRÉ,François Xavier,M,10,REM,La République en marche,21585,27.72,44.98,B,2022-05-23 14:02:48
36,036,1,10,0360110,MAROC SAVINEL,Bakhta,F,13,LR,Les Républicains,6494,8.34,13.53,B,2022-05-23 14:02:48
36,036,2,9,0360209,SANTIN JANIN,Bozena,F,11,MDM,Modem,19453,22.13,35.91,B,2022-05-23 14:02:48
36,036,2,2,0360202,DE VILLIERS,Jean-Brice,M,13,LR,Les Républicains,16911,19.24,31.22,B,2022-05-23 14:02:48
37,037,1,3,0370103,DEBRU,Thibault,M,10,REM,La République en marche,15738,23.01,37.21,B,2022-05-23 14:02:49
37,037,1,10,0370110,BULTHE,Jean-Fred,M,3,FI,La France insoumise,6167,9.02,14.58,B,2022-05-23 14:02:49
37,037,2,10,0370210,ABONNAT,Cédrik,M,10,REM,La République en marche,27265,29.87,48.05,B,2022-05-23 14:02:50
37,037,2,5,0370205,DEBROS,Jimmy,M,3,FI,La France insoumise,9055,9.92,15.96,B,2022-05-23 14:02:50
37,037,3,12,0370312,SKLENAR,Jannie,F,12,UDI,Union des Démocrates et Indépendants,10954,11.17,18.12,B,2022-05-23 14:02:50
37,037,3,10,0370310,BEZOUI,Monica,F,12,UDI,Union des Démocrates et Indépendants,10878,11.10,18.00,B,2022-05-23 14:02:50
37,037,4,7,0370407,NOGUEIRA-TEIXEIRA,Marie-Catherine,F,10,REM,La République en marche,23817,26.22,42.33,B,2022-05-23 14:02:50
37,037,4,11,0370411,GOUILLIART,Kamal,M,13,LR,Les Républicains,12157,13.39,21.61,B,2022-05-23 14:02:50
37,037,5,8,0370508,MARTINEAUD-PROBIN,Priscillia,F,10,REM,La République en marche,19134,22.42,36.29,B,2022-05-23 14:02:51
37,037,5,10,0370510,DROVIN,Roman,M,13,LR,Les Républicains,9258,10.85,17.56,B,2022-05-23 14:02:51
38,038,1,5,0380105,DORBEC,Steven,M,10,REM,La République en marche,21114,25.25,41.11,B,2022-05-23 14:02:52
38,038,1,10,0380110,ANNOVRI,Pierre-Jacques,M,12,UDI,Union des Démocrates et Indépendants,7900,9.45,15.38,B,2022-05-23 14:02:52
38,038,2,5,0380205,MUKULAYANGI,Jean-Alain,M,10,REM,La République en marche,17794,23.18,37.70,B,2022-05-23 14:02:52
38,038,2,13,0380213,BADREDDINE,Tom,M,3,FI,La France insoumise,4951,6.45,10.49,B,2022-05-23 14:02:52
38,038,3,4,0380304,COSNE-CACHEUX,Carina,F,10,REM,La République en marche,12905,21.94,35.78,B,2022-05-23 14:02:52
38,038,3,3,0380303,CUNIERE,Stephan,M,3,FI,La France insoumise,5218,8.87,14.47,B,2022-05-23 14:02:52
38,038,4,12,0380412,RIFF,Jean-Joël,M,10,REM,La République en marche,18844,20.80,33.58,B,2022-05-23 14:02:53
38,038,4,11,0380411,TRABUC,Carolyne,F,4,SOC,Parti socialiste,11288,12.46,20.11,B,2022-05-23 14:02:53
38,038,5,12,0380512,DI LEONE,Maria-Luisa,F,10,REM,La République en marche,24843,24.12,38.89,B,2022-05-23 14:02:53
38,038,5,9,0380509,PENANCIER,Xavier,M,13,LR,Les Républicains,8507,8.26,13.32,B,2022-05-23 14:02:53
38,038,6,7,0380607,MAINHARDT,Encarnacion,F,10,REM,La République en marche,25259,29.19,47.48,B,2022-05-23 14:02:54
38,038,6,8,0380608,MC SWIGGAN,Jean-Yves,M,3,FI,La France insoumise,7800,9.01,14.66,B,2022-05-23 14:02:54
38,038,7,5,0380705,LECOLIER-MOREAU,Sandrina,F,10,REM,La République en marche,22738,24.29,39.24,B,2022-05-23 14:02:54
38,038,7,6,0380706,MORIEN,Enguerran,M,13,LR,Les Républicains,14937,15.96,25.78,B,2022-05-23 14:02:54
38,038,8,3,0380803,POIRETTE-MAIS,Paula,F,10,REM,La République en marche,20069,25.14,40.60,B,2022-05-23 14:02:54
38,038,8,5,0380805,WASSILIEFF,Francisca,F,13,LR,Les Républicains,10825,13.56,21.90,B,2022-05-23 14:02:54
38,038,9,1,0380901,TEIKIPUPUNI,Sabrine,F,11,MDM,Modem,25261,25.84,41.86,B,2022-05-23 14:02:54
38,038,9,6,0380906,LEROUX-THEVENIN,Paul-Antoine,M,13,LR,Les Républicains,11004,11.26,18.24,B,2022-05-23 14:02:54
38,038,10,10,0381010,DESSOMMES,Ombeline,F,10,REM,La République en marche,23543,24.66,39.99,B,2022-05-23 14:02:55
38,038,10,6,0381006,BEURAERT - CEUGNART,Henrique,M,13,LR,Les Républicains,10589,11.09,17.99,B,2022-05-23 14:02:55
39,039,1,8,0390108,BOSSERAY,Franceline,F,10,REM,La République en marche,14291,22.36,36.35,B,2022-05-23 14:02:56
39,039,1,11,0390111,BORDELIER,Jean-Gabriel,M,13,LR,Les Républicains,6210,9.72,15.80,B,2022-05-23 14:02:56
39,039,2,11,0390211,CLION - POUCHELE,Anne-France,F,13,LR,Les Républicains,8342,15.28,24.65,B,2022-05-23 14:02:56
39,039,2,7,0390207,FAVORITI,Célia,F,11,MDM,Modem,8001,14.65,23.64,B,2022-05-23 14:02:56
39,039,3,7,0390307,YABOUS,Attoumani,M,13,LR,Les Républicains,15448,22.51,36.48,B,2022-05-23 14:02:57
39,039,3,8,0390308,VINCENT-VIONNET,Fatah,M,11,MDM,Modem,11769,17.15,27.80,B,2022-05-23 14:02:57
40,040,1,3,0400103,SAUVANOT,Josyane,F,11,MDM,Modem,28944,27.61,44.77,B,2022-05-23 14:02:57
40,040,1,6,0400106,ANTAS,Hamza,M,4,SOC,Parti socialiste,8864,8.45,13.71,B,2022-05-23 14:02:57
40,040,2,2,0400202,HAROUET,Hilaire,M,10,REM,La République en marche,32127,27.38,44.13,B,2022-05-23 14:02:58
40,040,2,6,0400206,SEEDWELL,Clemence,F,3,FI,La France insoumise,8688,7.40,11.93,B,2022-05-23 14:02:58
40,040,3,8,0400308,CLAUDEL-LEONET,Rémy,M,10,REM,La République en marche,20332,20.88,33.71,B,2022-05-23 14:02:58
40,040,3,2,0400302,ASSSELIN,Angelin,M,4,SOC,Parti socialiste,15208,15.62,25.22,B,2022-05-23 14:02:58
41,041,1,7,0410107,LEGUEMAR,Jean-Matthieu,M,11,MDM,Modem,18604,22.65,36.80,B,2022-05-23 14:02:59
41,041,1,5,0410105,JAVALET,Jean-Francis,M,4,SOC,Parti socialiste,7441,9.06,14.72,B,2022-05-23 14:02:59
41,041,2,9,0410209,DOUINOT,François-Joseph,M,10,REM,La République en marche,15818,19.86,32.24,B,2022-05-23 14:02:59
41,041,2,12,0410212,CAMUZARD EDDAHABI,Séverin,M,13,LR,Les Républicains,15658,19.66,31.91,B,2022-05-23 14:02:59
41,041,3,9,0410309,LOUYEST,Dany,M,12,UDI,Union des Démocrates et Indépendants,20218,24.97,40.42,B,2022-05-23 14:03:00
41,041,3,3,0410303,HOUDIARD BALDO,Jennyfer,F,10,REM,La République en marche,14638,18.08,29.26,B,2022-05-23 14:03:00
42,042,1,10,0420110,BINAGOT,Danièle,F,10,REM,La République en marche,13354,20.92,34.02,B,2022-05-23 14:03:01
42,042,1,5,0420105,JAKISA DANESE,Helmut,M,4,SOC,Parti socialiste,7462,11.69,19.01,B,2022-05-23 14:03:01
42,042,2,7,0420207,VOLK-LÉONOVITCH,Angélo,M,10,REM,La République en marche,10311,20.66,33.52,B,2022-05-23 14:03:01
42,042,2,6,0420206,BOUCHISSE,Mareva,F,3,FI,La France insoumise,4088,8.19,13.29,B,2022-05-23 14:03:01
42,042,3,8,0420308,DAGUER,Lily,F,10,REM,La République en marche,23841,29.27,47.42,B,2022-05-23 14:03:01
42,042,3,2,0420302,PLATINI,Giorgio,M,3,FI,La France insoumise,6958,8.54,13.84,B,2022-05-23 14:03:01
42,042,4,12,0420412,CAUCHOIS,Assani,M,10,REM,La République en marche,19547,19.29,31.50,B,2022-05-23 14:03:01
42,042,4,9,0420409,BOUVIER-DESBIOLLES,Madani,M,13,LR,Les Républicains,14810,14.62,23.86,B,2022-05-23 14:03:01
42,042,5,7,0420507,CHADRU,Macha,F,11,MDM,Modem,22645,22.80,36.92,B,2022-05-23 14:03:02
42,042,5,8,0420508,BOGEY,Chrystel,F,13,LR,Les Républicains,16495,16.61,26.89,B,2022-05-23 14:03:02
42,042,6,10,0420610,PIERAGGI,Peio,M,10,REM,La République en marche,33972,31.40,50.57,O,2022-05-23 14:03:02
43,043,1,9,0430109,DAIRE,Noëlie,F,13,LR,Les Républicains,24862,24.73,39.92,B,2022-05-23 14:03:03
43,043,1,1,0430101,TRABUCATTI,Alexandrine,F,10,REM,La République en marche,19051,18.95,30.59,B,2022-05-23 14:03:03
43,043,2,1,0430201,TABBA,Gérôme,M,13,LR,Les Républicains,20589,26.09,42.00,B,2022-05-23 14:03:03
43,043,2,9,0430209,DIOU,Yves Marie,M,10,REM,La République en marche,13060,16.55,26.64,B,2022-05-23 14:03:03
44,044,1,6,0440106,TABUSSE,Jean-Sébastien,M,10,REM,La République en marche,18721,24.34,39.29,B,2022-05-23 14:03:04
44,044,1,16,0440116,SOLONO,Jacob,M,13,LR,Les Républicains,6892,8.96,14.47,B,2022-05-23 14:03:04
44,044,2,12,0440212,THIVELLIER PERRIN,Céline,F,10,REM,La République en marche,18685,20.70,33.58,B,2022-05-23 14:03:04
44,044,2,5,0440205,CANDY,Noëlie,F,3,FI,La France insoumise,7537,8.35,13.55,B,2022-05-23 14:03:04
44,044,3,14,0440314,MONTAS-GODINEAU,Joanne,F,10,REM,La République en marche,23665,25.08,40.44,B,2022-05-23 14:03:05
44,044,3,2,0440302,KRANTZ,Erika,F,3,FI,La France insoumise,10249,10.86,17.51,B,2022-05-23 14:03:05
44,044,4,5,0440405,SCHMERBER,Annelyse,F,10,REM,La République en marche,23641,25.75,41.47,B,2022-05-23 14:03:05
44,044,4,13,0440413,LENGLE,Jean-Francis,M,3,FI,La France insoumise,10540,11.48,18.49,B,2022-05-23 14:03:05
44,044,5,14,0440514,GILAUD,Marie Agnes,F,11,MDM,Modem,32909,26.93,43.68,B,2022-05-23 14:03:05
44,044,5,13,0440513,CHEVALIER-GARCIA,Hadi,M,12,UDI,Union des Démocrates et Indépendants,10970,8.98,14.56,B,2022-05-23 14:03:05
44,044,6,7,0440607,KHAMOULI-LANNOY,Yvon,M,10,REM,La République en marche,27116,24.11,38.99,B,2022-05-23 14:03:06
44,044,6,8,0440608,PUJOU,Nadir,M,13,LR,Les Républicains,14602,12.98,21.00,B,2022-05-23 14:03:06
44,044,7,9,0440709,AUZERO,Marie-Amélie,F,10,REM,La République en marche,29408,26.02,42.25,B,2022-05-23 14:03:06
44,044,7,8,0440708,MANTIENNE,Aymard,M,13,LR,Les Républicains,14327,12.68,20.58,B,2022-05-23 14:03:06
